License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
3162388,ON-PREMISES LIQUOR,252,OP,3,Buffalo,CHEMUNG,JESSE STREETER,,33 COUNTY RTE 60,,WAVERLY,NY,14892,,02/27/2019
3162389,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,BILL GRAY'S INC,BILL GRAY'S,1000 N RIVER ST ,"SUITE 101, 102 & 103",ROCHESTER            ,NY,14612,,02/28/2019
3162391,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,SKUTTLEBUTTS INC,SEPTEMBER'S RESTAURANT AND BAR,429 431 RIVER ST,,ROCHESTER            ,NY,14612,,02/28/2019
3162392,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,JOJO WEBSTER LLC,JOJO BISTRO,42 E MAIN ST,,WEBSTER,NY,14580,,02/28/2019
3162393,RESTAURANT WINE,341,RW,3,Buffalo,ERIE,REBEL BROTHERS INC,NAAN-TASTIC INDIAN GRILL,1595 NIAGARA FALLS BLVD,,AMHERST,NY,14226,,02/28/2019
3162395,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ERIE,LOUNGE SIXTY9 INC,,875 BAILEY AVE,,BUFFALO              ,NY,14206,,02/28/2019
3162396,RESTAURANT WINE,341,RW,3,Buffalo,MONROE,SUD ENTERPRISES INC,INDIA HOUSE,998 CLINTON AVE S,,ROCHESTER            ,NY,14620,,02/28/2019
3162397,TAVERN WINE,344,TW,3,Buffalo,ERIE,BARRE TEND LLC,,503 DELAWARE AVE ,UNIT 1,BUFFALO              ,NY,14202,,02/28/2019
3162400,ON-PREMISES LIQUOR,252,OP,3,Buffalo,GENESEE,FISHTALES HIDEAWAY LLC,,107 EVANS ST,,BATAVIA,NY,14020,,02/28/2019
3162401,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ONTARIO,EASTSIDE GRILL & PUB LLC,,4520 RTE 364,,CANANDAIGUA,NY,14424,,02/28/2019
3162402,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,REDDROC LLC,REDD,24 WINTHROP ST,,ROCHESTER            ,NY,14604,,02/28/2019
3162403,MICRO BREWER,101,MI,3,Buffalo,NIAGARA,IN THE MIX BREWING & CREAMERY LLC,,1693 EAST AVE ,,BARKER,NY,14012,,03/01/2019
3162404,ON-PREMISES LIQUOR,252,OP,3,Buffalo,NIAGARA,IN THE MIX BREWING & CREAMERY LLC	,,1693 EAST AVE,,BARKER,NY,14012,,03/01/2019
3162410,RESTAURANT WINE,341,RW,3,Buffalo,MONROE,WEGMANS FOOD MARKETS INC,,745 CALKINS RD,T/O HENRIETTA,ROCHESTER            ,NY,14623,,03/01/2019
3162411,ON-PREMISES LIQUOR,252,OP,3,Buffalo,GENESEE,LOS COMPADRES 2 LLC,LOS COMPADRES MEXICAN TAQUERIA,34 40 OAK ST,,BATAVIA,NY,14020,,03/01/2019
3162413,GROCERY STORE BEER,122,A,3,Buffalo,ERIE,APRR CONVENIENCE INC,,3030 SWEET HOME RD,,AMHERST,NY,14228,,03/01/2019
3162417,MICRO BREWER,101,MI,3,Buffalo,MONROE,SWIFTWATER BREWING COMPANY LLC,,378 MT HOPE AVE,,ROCHESTER            ,NY,14620,,03/06/2019
3162418,COMBINED CRAFT MANUFACTURER,110,CM,3,Buffalo,MONROE,SWIFTWATER BREWING COMPANY LLC,,378 MT HOPE AVE,,ROCHESTER            ,NY,14620,,03/06/2019
3162419,BREWER,101,D,3,Buffalo,MONROE,LIDESTRI BEVERAGES LLC,LIDESTRI SPIRITS ,1050 LEE RD,,ROCHESTER            ,NY,14606,915589,03/06/2019
3162420,WINERY,301,DW,3,Buffalo,MONROE,LIDESTRI BEVERAGES LLC,LIDESTRI SPIRITS ,1050 LEE RD,,ROCHESTER            ,NY,14606,915590,03/06/2019
3162421,RESTAURANT WINE,341,RW,3,Buffalo,CATTARAUGUS,PHIL AND BETH BURDICK LLC,EB'S EATERY,3 E MAIN ST ,,ALLEGANY,NY,14706,,03/06/2019
3162423,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,MI VIEJO SAN JUAN AT NORTON'S PUB LLC,,1730 N GOODMAN ST,,ROCHESTER            ,NY,14609,,03/06/2019
3162424,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ERIE,TASTE LLC,SZND,1448 HERTEL AVE,,BUFFALO              ,NY,14216,,03/06/2019
3162425,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,MONROE,CHAPPA GROCERIES INC,,202 GRAND AVE ,,ROCHESTER            ,NY,14609,,03/06/2019
3162427,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,MONROE,LAKEVIEW MART INC,,1469 LAKE AVE,,ROCHESTER            ,NY,14615,,03/06/2019
3162429,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,CHAUTAUQUA,PW WEINREICH CORPORATION,7 ELEVEN STORE #35232A,321 HAZELTINE AVE ,,JAMESTOWN,NY,14701,,03/06/2019
3162432,90 DAY TEMPORARY WINERY/FARM WINERY ,307,FP,3,Buffalo,TOMPKINS,BET THE FARM INC,,4204 KRUMS CORNERS RD,,TRUMANSBURG,NY,14886,546690,03/07/2019
3162436,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ERIE,VINCENT J CALA JR,CALA'S KITCHEN & CATERING ,6888 ERIE RD,,DERBY,NY,14047,,03/11/2019
3162437,MICRO BREWER,101,MI,3,Buffalo,NIAGARA,WOODCOCK BROTHERS BREWING COMPANY INC,,908 NIAGARA FALLS BLVD,SUITE 108,NORTH TONAWANDA,NY,14120,915533,03/11/2019
3162438,ON-PREMISES LIQUOR,252,OP,3,Buffalo,NIAGARA,WOODCOCK BROTHERS BREWING COMPANY INC,,908 NIAGARA FALLS BLVD,SUITE 108,NORTH TONAWANDA,NY,14120,895844,03/12/2019
3162439,LIQUOR STORE,222,L,3,Buffalo,MONROE,NTR SVET CORP,HENNER'Z LIQUOR STORE,556 CHILI AVE,,ROCHESTER            ,NY,14611,,03/12/2019
3162440,RESTAURANT WINE,341,RW,3,Buffalo,NIAGARA,CHRISTOPHER LEE,CHRISLEE'S SUBMASTERS,7714 BUFFALO AVE,,NIAGARA FALLS        ,NY,14304,,03/12/2019
3162441,HOTEL LIQUOR,242,HL,3,Buffalo,TOMPKINS,ITHACA DOWNTOWN ASSOCIATE LLC,CANOPY BY HILTON,115 SENECA WAY,,ITHACA,NY,14850,,03/12/2019
3162442,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,PGA 1290 LLC,BLADES DINER BAR & GRILL,1290 UNIVERSITY AVE,,ROCHESTER            ,NY,14607,,03/12/2019
3162444,ON-PREMISES LIQUOR,252,OP,3,Buffalo,TOMPKINS,FINGER LAKES MUSIC BAR INC,,401 ELMIRA RD,STE 11,ITHACA,NY,14850,,03/12/2019
3162447,SUMMER RESTAURANT WINE,345,SW,3,Buffalo,CHAUTAUQUA,JOHN P DOLCE,BEACH HOUSE GRILL & ICE CREAM STAND,2 WRIGHT PARK DR,,DUNKIRK,NY,14048,915607,03/12/2019
3162448,ON-PREMISES LIQUOR,252,OP,3,Buffalo,NIAGARA,ENTERTAINMENT ON THIRD LLC,BATCH,7101 PORTER RD,T/O NIAGARA,NIAGARA FALLS,NY,14304,,03/12/2019
3162449,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ONTARIO,ACORN CAFE LLC,,7600 PINNACLE DR,,VICTOR,NY,14564,,03/12/2019
3162457,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,CATTARAUGUS,SANDRA HILL,ROUTE 219 XPRESS MART,284 CENTRAL AVE,,SALAMANCA,NY,14779,,03/15/2019
3162459,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,ERIE,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #8363,13475 BROADWAY ST,,ALDEN,NY,14004,,03/15/2019
3162460,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,NIAGARA,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #18375,6408 CAMPBELL BLVD,,LOCKPORT,NY,14094,,03/15/2019
3162461,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,NIAGARA,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #14797,686 LAKE ST,AKA 686 RTE 425,WILSON,NY,14172,,03/15/2019
3162462,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,LIVINGSTON,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #6160,3707 RETSOF RD,,RETSOF,NY,14539,,03/15/2019
3162463,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ERIE,ELM STREET BAKERY LLC,ELM STREET BAKERY,644 OAKWOOD AVE,,EAST AURORA,NY,14052,,03/15/2019
3162465,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ONTARIO,BRINKER RESTAURANT CORPORATION ,CHILI'S GRILL & BAR,7491 VICTOR PITTSFORD RD,,VICTOR,NY,14564,,03/18/2019
3162468,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,BRINKER RESTAURANT CORPORATION,CHILI'S GRILL & BAR,960 ELMRIDGE CENTER DR ,,ROCHESTER            ,NY,14626,,03/18/2019
3162472,ON-PREMISES LIQUOR,252,OP,3,Buffalo,ERIE,TAPPO PIZZA LLC,TAPPO @ THIN MAN,166 CHANDLER ST,,BUFFALO              ,NY,14207,,03/18/2019
3162477,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,SUMMERVILLE INC,SUMMERVILLE GRILL,5370 ST PAUL BLVD,,IRONDEQUOIT,NY,14617,,03/18/2019
3162479,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,MONROE,HABIBI 1 DELI INC,,1176 PORTLAND AVE,,ROCHESTER,NY,14621,,03/18/2019
3162481,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,BAYTOWNE PIZZA LLC,FERRARI PIZZA BAR,1900 EMPIRE BLVD,,WEBSTER,NY,14580,,03/19/2019
3162484,FARM BREWER,106,FD,3,Buffalo,ONTARIO,TWISTED RAIL BREWING COMPANY LLC,,499 EXCHANGE ST,,GENEVA,NY,14456,,03/19/2019
3162485,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,WYOMING,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #17666,5720 RTE 19A,,CASTILE,NY,14427,,03/20/2019
3162486,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,STEUBEN,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #7420,7078 STATE RTE 415,,BATH,NY,14810,,03/20/2019
3162487,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,STEUBEN,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #14692,75 S MAIN ST,,PRATTSBURG,NY,14873,,03/20/2019
3162488,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,STEUBEN,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #7505,7183 STATE RTE 54,,BATH,NY,14810,,03/20/2019
3162489,SUMMER O.P. FOOD & BEV,548,SL,3,Buffalo,STEUBEN,FAMILY CAMPGROUND @ BABCOCK HOLLOW LLC,JELLYSTONE PARK OF FINGER LAKES,5932 COUNTY RTE 11,,BATH,NY,14810,,03/20/2019
3162490,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,ERIE,ANGOLA LAKESIDE MARKET & BUTCHER SHOPPE INC,LAKESIDE MARKET & DELI,9155 LAKE SHORE RD,,ANGOLA,NY,14006,,03/20/2019
3162494,ON-PREMISES LIQUOR,252,OP,3,Buffalo,MONROE,FOUR BIRDS FLY LLC,VERN'S,696 PARK AVE,,ROCHESTER            ,NY,14607,,03/21/2019
3162495,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,MONROE,BASRA MARKET INC,,720 N GOODMAN ST,,ROCHESTER            ,NY,14609,,03/21/2019
3162498,SUMMER HOTEL LIQUOR,542,SL,3,Buffalo,YATES,MCMC PROPERTIES INC,SHOWBOAT HOTEL RESTAURANT & BAR,3434 N PLUM POINT RD,,HIMROD,NY,14842,,03/22/2019
3162500,"GROCERY BEER, WINE PROD",122,AX,3,Buffalo,MONROE,AMAR MINI MART INC,,959 CHILI AVE,,ROCHESTER            ,NY,14611,,03/22/2019
3162502,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,CHAUTAUQUA,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #6849,601 W 3RD ST,,JAMESTOWN,NY,14701,,03/25/2019
3162503,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,ALLEGANY,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #11056,7981 RTE 19,,BELFAST,NY,14711,,03/25/2019
3162504,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,CHAUTAUQUA,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #8240,260 E MAIN ST,,FREDONIA,NY,14063,,03/25/2019
3162505,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,GENESEE,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #16178,7067 BIG TREE RD,,PAVILION,NY,14525,,03/25/2019
3162506,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,CATTARAUGUS,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #18458,529 PINE ST,,SOUTH DAYTON,NY,14138,,03/25/2019
3162507,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,CHAUTAUQUA,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #6079,7612 E RTE 20,,WESTFIELD,NY,14787,,03/25/2019
3162508,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,CATTARAUGUS,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #17246,5442 NYS RTE 353,,LITTLE VALLEY,NY,14755,,03/25/2019
3162509,"GROCERY CHAIN, BEER ONLY",128,A,3,Buffalo,TOMPKINS,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #17711,2124 MECKLENBURG RD,,ITHACA,NY,14850,,03/25/2019
