License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
1316265,"GROCERY CHAIN, BEER ONLY",128,A,1,New York City,NEW YORK,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,260 7TH AVE,,NEW YORK,NY,10001,903945,02/14/2019
1316266,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,MOLMO FOOD CO INC,HARBORHOUSE ,78 MAIN ST,,NORTHPORT,NY,11768,,02/14/2019
1316268,WHOLESALE LIQUOR,203,LL,1,New York City,NASSAU,WINE TWIST DISTRIBUTOR LLC,,125 WOODBURY RD,,HICKSVILLE,NY,11801,,02/14/2019
1316270,MICRO BREWER,101,MI,1,New York City,NASSAU,POINT LOOKOUT BREWING COMPANY LLC,BRIGHT EYE BEER COMPANY,50 W PARK AVE,,LONG BEACH,NY,11561,,02/15/2019
1316271,FARM BREWER,106,FD,1,New York City,NASSAU,POINT LOOKOUT BREWING COMPANY LLC,BRIGHT EYE BEER COMPANY,50 W PARK AVE,,LONG BEACH,NY,11561,,02/15/2019
1316272,COMBINED CRAFT MANUFACTURER,110,CM,1,New York City,NASSAU,POINT LOOKOUT BREWING COMPANY LLC,BRIGHT EYE BEER COMPANY,50 W PARK AVE,,LONG BEACH,NY,11561,,02/15/2019
1316275,RESTAURANT WINE,341,RW,1,New York City,BRONX,PIZZERIA SUPREME INC,,5959 BROADWAY  ,COMMERCIAL SPACE D,BRONX,NY,10463,,02/19/2019
1316276,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,BLT PRIME LEXINGTON LLC,BLT PRIME,1032 LEXINGTON AVE,,NEW YORK,NY,10021,,02/19/2019
1316278,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,STANTON RESTAURANT ASSOCIATES LLC,ARTICHOKE BASILLE'S PIZZA,22-56 31ST ST,,ASTORIA,NY,11102,,02/19/2019
1316279,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,"VINTAGE BEANO & VINO LOUNGE INC, THE ",THE VINTAGE BEANO & VINO LOUNGE,3316 RTE 112,UNIT D,MEDFORD,NY,11763,,02/19/2019
1316280,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,POB 354 INC,,32-10 37TH AVE ,,LONG ISLAND CITY,NY,11101,,02/19/2019
1316282,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,M & S NIGHT CLUB LLC,,131-35 FOWLER AVE,,FLUSHING,NY,11355,,02/19/2019
1316286,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,OZEN SUSHI ASIAN FUSION INC,OZEN ASIAN FUSION CUISINE,760 AMSTERDAM AVE,,NEW YORK,NY,10025,,02/19/2019
1316289,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,LONG SHOT BAR AND GRILL INC,LONG SHOT BAR AND GRILL ,168 MONTAUK HWY,,LINDENHURST,NY,11757,,02/19/2019
1316292,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,BL HUDSON YARDS NY LLC,BLUESTONE LANE,10 HUDSON YARDS,,NEW YORK,NY,10001,,02/19/2019
1316293,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,ARYB ENTERPRISES INC,TRACK,310 312 NEIGHBORHOOD RD,,MASTIC BEACH,NY,11951,,02/20/2019
1316296,GROCERY STORE BEER,122,A,1,New York City,SUFFOLK,1671 GROCERY INC,BEER SHOP,1671 A ISLIP AVE,,ISLIP,NY,11722,,02/20/2019
1316298,TAVERN WINE,344,TW,1,New York City,NEW YORK,SHOWFIELDS NY 1 LLC,,11 BOND ST,,NEW YORK,NY,10012,,02/20/2019
1316300,LIQUOR STORE,222,L,1,New York City,NASSAU,ROSE DISCOUNT WINES & LIQUORS INC,,293 E MEADOW AVE,,EAST MEADOW,NY,11554,,02/20/2019
1316306,RESTAURANT WINE,341,RW,1,New York City,QUEENS,BEEF BAR RESTAURANT INC,BEEF BAR CHINESE RESTAURANT ,41-87 BOWNE ST,,FLUSHING,NY,11355,,02/20/2019
1316307,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,OLI RESTAURANT INC,SAINT EVES,1123 8TH AVE,SPACE B AKA 471 12TH ST ,BROOKLYN,NY,11215,,02/20/2019
1316308,EATING PLACE BEER,141,EB,1,New York City,NEW YORK,285 MADISON TACOS LLC,DOS TOROS TAQUERIA,285 MADISON AVE,,NEW YORK,NY,10017,,02/20/2019
1316309,GROCERY STORE BEER,122,A,1,New York City,WESTCHESTER,93 VILLAGE FARM CORP,,93 KATONAH AVE,,KATONAH,NY,10536,,02/20/2019
1316312,LIQUOR STORE,222,L,1,New York City,SUFFOLK,ANNA MAIN RD LIQUOR INC,PECONIC LIQUORS,31435 MAIN ST ,,CUTCHOGUE,NY,11935,,02/20/2019
1316314,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,SMS CS LLC,7 ELEVEN STORE #35702C,813 BROADWAY,,NEW YORK,NY,10003,,02/20/2019
1316317,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,LA TORRE DELI MARKET CORP,,1447 WEBSTER AVE ,,BRONX,NY,10456,,02/20/2019
1316320,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,ANDREAS WV LLC,DA ANDREA,35 W 13TH ST,,NEW YORK,NY,10011,,02/20/2019
1316323,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,NEW YORK CI LLC,CINEPOLIS CHELSEA,260 W 23RD ST,,NEW YORK,NY,10011,,02/20/2019
1316324,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,PLUSH 101 INC,,53 WESTCHESTER SQ,,BRONX,NY,10461,,02/20/2019
1316325,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,OLI RESTAURANT INC,OLI,1123 8TH AVE,"AKA 471 12TH ST, SPACE A ",BROOKLYN,NY,11215,,02/20/2019
1316326,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,SOCIALE LLC,,320 COURT ST,,BROOKLYN,NY,11231,,03/04/2019
1316327,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,ST DYMPHNAS LLC,ST DYMPHNAS,117 AVENUE A,,NEW YORK,NY,10009,,02/20/2019
1316328,RESTAURANT WINE,341,RW,1,New York City,KINGS,PALENQUE HOME MADE COLOMBIAN FOOD INC,,300 GRAHAM AVE,,BROOKLYN,NY,11211,,02/21/2019
1316330,GROCERY STORE BEER,122,A,1,New York City,KINGS,FRANKLIN CONVENIENCE SHOP CORP,,125 LEXINGTON AVE ,,BROOKLYN,NY,11238,,02/21/2019
1316331,LIQUOR STORE,222,L,1,New York City,KINGS,"SLOPE GROUP LLC, THE",VIAVINO,35 GRAHAM AVE ,,BROOKLYN,NY,11206,,02/21/2019
1316332,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,A & J MEAT MARKET INC,SHOP FAIR SUPERMARKET,2108 ADAM CLAYTON POWELL JR BL,,NEW YORK,NY,10027,,02/21/2019
1316334,TAVERN WINE,344,TW,1,New York City,WESTCHESTER,EVAN COHEN CREATIVE LLC,THE GREEN GROWLER,4 CROTON POINT AVE,,CROTON ON HUDSON,NY,10520,,02/21/2019
1316338,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,CRAFT HOUSE INC,CRAFT HOUSE AND KILLS BORO,60 62 VAN DUZER ST,,STATEN ISLAND,NY,10301,,02/21/2019
1316339,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,225 47TH ST LLC,BANJO,225 47TH ST,,BROOKLYN,NY,11220,,02/21/2019
1316342,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,109 MILL DAM CORP,109 MILL DAM RD,109 MILL DAM RD,,CENTERPORT,NY,11721,,02/21/2019
1316347,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HEX EAST LLC,HEX & COMPANY,1462 1ST AVE,,NEW YORK,NY,10075,,02/21/2019
1316349,TAVERN WINE,344,TW,1,New York City,QUEENS,LOCALS COLLECTIVE NYC LLC,LOCALS,190 BEACH 69TH ST,SPACE E,ARVERNE,NY,11692,,02/21/2019
1316350,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,36 DUET ENTERTAINMENT INC,,65 W 36TH ST,,NEW YORK,NY,10018,,02/21/2019
1316351,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,MAHANT 195 INC,,195 9TH AVE,,NEW YORK,NY,10011,,02/21/2019
1316354,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,LEKKA BURGER LLC,,81 WARREN ST,,NEW YORK,NY,10007,,02/21/2019
1316355,MICRO BREWER,101,MI,1,New York City,RICHMOND,CRAFT HOUSE INC,CRAFT HOUSE AND KILLS BORO,60 62 VAN DUZER ST,,STATEN ISLAND,NY,10301,,02/21/2019
1316356,RESTAURANT WINE,341,RW,1,New York City,QUEENS,XULU 6703 INC,TEN ZEN ASIAN CUISINE,67-03 AUSTIN ST,,FOREST HILLS,NY,11375,,02/21/2019
1316357,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,AKJ DINER CORP,WHISKEY DOWN DINER,252 MAIN ST,,FARMINGDALE,NY,11735,,02/21/2019
1316359,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,PROHIBITION DOUGH COMPANY INC,PROHIBITION KITCHEN,115 MAIN ST,,PORT JEFFERSON,NY,11777,,02/21/2019
1316361,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,JAMO 26 INC,IZAKAYA NOMAD,13 W 26TH ST,,NEW YORK,NY,10010,,02/21/2019
1316364,TAVERN WINE,344,TW,1,New York City,SUFFOLK,SOUTH SECOND STUDIO LLC,THE COLOR PALETTE,51C W HOFFMAN AVE ,,LINDENHURST,NY,11757,,02/21/2019
1316365,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,BORDERLINE TAVERN INC,THE BORDERLINE,244-18 JERICHO TPKE,,FLORAL PARK,NY,11001,,02/21/2019
1316367,LIQUOR STORE,222,L,1,New York City,NEW YORK,MANHATTAN VALLEY WINES & LIQUOR CORP,,980 COLUMBUS AVE,UNIT #6,NEW YORK,NY,10025,,02/21/2019
1316370,"GROCERY BEER, WINE PROD",122,AX,1,New York City,WESTCHESTER,D DELI CITY INC,,645 MCLEAN AVE,,YONKERS              ,NY,10705,,02/21/2019
1316371,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,OAKDALE CONVENIENCE INC,7 ELEVEN STORE #11200A,1540 MONTAUK HWY,,OAKDALE,NY,11769,,02/21/2019
1316374,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,DHRUV 801 CORP,,801 CROSSBAY BLVD,,FAR ROCKAWAY,NY,11693,,02/22/2019
1316375,WHOLESALE BEER(C),103,C,1,New York City,NASSAU,BALDWIN BREW TRADE INC,,22 N GRAND AVE,,BALDWIN,NY,11510,,02/22/2019
1316376,MICRO BREWER,101,MI,1,New York City,SUFFOLK,27A BREWING COMPANY LLC,,173 N WELLWOOD AVE ,,LINDENHURST,NY,11757,,02/22/2019
1316377,HOTEL LIQUOR,242,HL,1,New York City,QUEENS,FLIGHT CENTER HOTEL LLC & MCR PROPERTY MANAGEMENT ,LLC & GG TWA LLC AS MGRS DBA: TWA HOTEL,JFK INTERNATIONAL AIRPORT,BLDG 60,JAMAICA,NY,11430,,02/22/2019
1316385,GROCERY STORE BEER,122,A,1,New York City,KINGS,AL TOUS CORP,,6602 17TH AVE,,BROOKLYN,NY,11204,,02/22/2019
1316386,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,ECLO INC,CIELO RISTORANTE,1435 HYLAND BLVD,,STATEN ISLAND,NY,10305,,02/22/2019
1316387,RESTAURANT WINE,341,RW,1,New York City,KINGS,IZZY'S BBQ INC,IZZY'S SMOKEHOUSE,397 TROY AVE,,BROOKLYN,NY,11213,,02/22/2019
1316389,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,RPC RESTAURANT CORP,RED PAPER CLIP,120 CHRISTOPHER ST,,NEW YORK,NY,10014,,02/22/2019
1316391,CLUB LIQUOR,243,CL,1,New York City,WESTCHESTER,FOX MEADOW TENNIS CLUB INC,,14 WAYSIDE LN,,SCARSDALE,NY,10583,,02/22/2019
1316393,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,CARNICERIA STOP 1 CORP,,93-29 JAMAICA AVE,,WOODHAVEN,NY,11421,,02/22/2019
1316396,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,2137 MOM AND POP CORNER INC,,2137 2ND AVE,,NEW YORK,NY,10029,,02/22/2019
1316397,GROCERY STORE BEER,122,A,1,New York City,SUFFOLK,PEREZ DELI CORP,,139 W HILLS RD,,HUNTINGTON STATION,NY,11746,,02/22/2019
1316401,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,ASHFORD TRS NY LLC&REMINGTON MIDTOWN MANHATTAN EMP,MIDTOWN MANHATTAN EMBASSY SUITES,60 W 37TH ST,,NEW YORK,NY,10018,,02/22/2019
1316409,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,"JAR CIRCLE INC, THE",BIN 56,56 STEWART AVE,,HUNTINGTON,NY,11743,,02/23/2019
1316412,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,MANGO INDIAN CUISINE INC,,2920 2922 MERRICK RD,,BELLMORE,NY,11710,,02/23/2019
1316414,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,ENAC OF NEW YORK INC,LUCKY BAR 13,667 677A HEMPSTEAD TPKE,,FRANKLIN SQUARE,NY,11010,,02/23/2019
1316416,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,BRICKLANE 1 LLC,BRICKLANE CURRY HOUSE,77 2ND AVE,NORTH STORE,NEW YORK,NY,10003,,02/23/2019
1316417,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,BRONX GOURMET DELI CORP,,1680 CLAY AVE,,BRONX,NY,10457,,02/25/2019
1316418,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,M & B 990 INC,,990 BROADWAY,,BROOKLYN,NY,11221,,02/25/2019
1316420,EATING PLACE BEER,141,EB,1,New York City,NEW YORK,JASK ENTERPRISES INC,FRANKIE BOY'S PIZZA,1369 BROADWAY ,,NEW YORK,NY,10018,,02/25/2019
1316422,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,FREVO LLC,,48 W 8TH ST,,NEW YORK,NY,10011,,02/25/2019
1316423,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,SAMURICE NY INC,IZAKAYA/SAMURICE,261 267 CANAL ST,STALL #10,NEW YORK,NY,10012,,02/25/2019
1316424,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,OCTAVIO CASTRO,U & H MEAT MARKET DELI & GROCERY ,55 CHURCH AVE,,BROOKLYN,NY,11218,,02/25/2019
1316425,EATING PLACE BEER,141,EB,1,New York City,NASSAU,ANTOJITOS GUANACO INC,ANTOJITOS EXPRESS,458 PENNINSULA BLVD,,HEMPSTEAD,NY,11550,,02/25/2019
1316428,RESTAURANT WINE,341,RW,1,New York City,RICHMOND,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,35 RICHMOND TERR,,STATEN ISLAND,NY,10301,,02/25/2019
1316429,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,CALEXICO CINCO LLC,CALEXICO ,99 2ND AVE,,NEW YORK,NY,10003,,02/25/2019
1316430,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,SILVERWARE LLC,SFOGLIA RESTAURANT,1402 LEXINGTON AVE,AKA 135 E 92ND ST,NEW YORK,NY,10128,,02/25/2019
1316434,RESTAURANT WINE,341,RW,1,New York City,KINGS,RICO POLLO #3 RESTAURANT CORP,,4523 5TH AVE,,BROOKLYN,NY,11220,,02/26/2019
1316435,WHOLESALE CIDER,104,BC,1,New York City,KINGS,JB NY DISTRIBUTORS INC,TAPRM,284 FLUSHING AVE,,BROOKLYN,NY,11205,910835,02/26/2019
1316438,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,SANTA CRUZ LLC,SANTAFE VERACRUZANO,62 7TH AVE ,,BROOKLYN,NY,11217,,02/26/2019
1316439,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,VOLA CORP,SORRY NOT SORRY,70-15B AUSTIN ST,,FOREST HILLS,NY,11375,,02/26/2019
1316440,RESTAURANT WINE,341,RW,1,New York City,QUEENS,EL RINCON CRIOLLO CORP,,40-09 JUNCTION BLVD,,CORONA,NY,11368,,02/26/2019
1316443,CATERING ESTABLISHMENT,246,CT,1,New York City,QUEENS,VERSAILLES PALACE LLC,VERSAILLES PALACE,63-34 AUSTIN ST,,REGO PARK,NY,11374,,02/26/2019
1316446,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,RT HOSPITALITY GROUP LLC,PORT O CALL,93-10 WOODHAVEN BLVD,,JAMAICA,NY,11421,,02/26/2019
1316451,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,G GERBASI INC,DOGWOOD INN,368 DOGWOOD AVE,,FRANKLIN SQUARE,NY,11010,,02/27/2019
1316459,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,AURELIO VETRINI,,50 PONDFIELD RD W,,BRONXVILLE,NY,10708,,02/27/2019
1316462,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #806,1507 YORK AVE,,NEW YORK,NY,10021,,02/27/2019
1316464,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #809,815 10TH AVE,,NEW YORK,NY,10019,,02/27/2019
1316466,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #811,341 3RD AVE,,NEW YORK,NY,10010,,02/27/2019
1316468,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #815,633 COLUMBUS AVE,,NEW YORK,NY,10024,,02/27/2019
1316470,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #816,790 GREENWICH ST,,NEW YORK,NY,10014,,02/27/2019
1316472,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #825,580 582 THIRD AVE,,NEW YORK ,NY,10016,,02/27/2019
1316474,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NEW YORK,D'AGOSTINO'S MARKETS LLC,D'AGOSTINO'S SUPERMARKETS #827,966 1ST AVE,,NEW YORK,NY,10022,,02/27/2019
1316477,GROCERY STORE BEER,122,A,1,New York City,QUEENS,RI SHENG GROCERY INC,,60-02 MAIN ST,,FLUSHING,NY,11355,,02/28/2019
1316478,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,MATURO FOOD MARKET CORP,,853 CLARKSON AVE,,BROOKLYN,NY,11203,,02/28/2019
1316480,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,DOMINIC DELI CORP,,1803 MANSION ST,,BRONX,NY,10460,,02/28/2019
1316484,GROCERY STORE BEER,122,A,1,New York City,BRONX,166 STREET DELI CORP,,156 W 166TH ST,,BRONX,NY,10452,,02/28/2019
1316488,TAVERN WINE,344,TW,1,New York City,QUEENS,61 BILLIARD & SNOOKER LOUNGE INC,OLYMPIA BILLIARDS,40-09 77TH ST,2ND FL,JACKSON HEIGHTS,NY,11372,,02/28/2019
1316489,RESTAURANT WINE,341,RW,1,New York City,KINGS,"SLY ROSE LLC, THE ",STOCKED BURGER,663 WASHINGTON AVE,,BROOKLYN,NY,11238,,02/28/2019
1316490,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,SAMS FINEST DELI GROCERY CORP,,310 AUDUBON AVE,,NEW YORK,NY,10033,,02/28/2019
1316491,CATERING ESTABLISHMENT,246,CT,1,New York City,QUEENS,KOSHER IMPERIAL CATERING INC,SIMCHA PALACE,73-27 MAIN ST,,FLUSHING,NY,11367,,02/28/2019
1316492,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,ALVIN AND BORA INC,MOBIL,1106 METCALF AVE,,BRONX,NY,10701,,02/28/2019
1316493,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,OTANI INC,AQUIHITO,359 W 39TH ST,,NEW YORK,NY,10018,,02/28/2019
1316495,GROCERY STORE BEER,122,A,1,New York City,WESTCHESTER,A&F AUTO SERVICE INC,,610 CENTRAL PARK AVE,,SCARSDALE,NY,10583,,02/28/2019
1316499,LIQUOR STORE,222,L,1,New York City,KINGS,ECLECTIC WINE & LIQUOR LLC,,1238 FULTON ST,,BROOKLYN,NY,11216,,02/28/2019
1316501,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,416 8TH AVENUE BBQ LLC,BROTHER JIMMY'S,416 8TH AVE,,NEW YORK,NY,10001,,02/28/2019
1316507,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PLANT BASED RESTAURANT EAST 4TH LLC,SENTIO,87 E 4TH ST,,NEW YORK,NY,10003,,02/28/2019
1316508,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,NASSAU,BALBIR S CHAWLA,7 ELEVEN STORE #37142B,66 S FRANKLIN ST,,HEMPSTEAD,NY,11550,,02/28/2019
1316511,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,B AND P DELI GROCERY STORE CORP,,297 THOMAS S BOYLAND ST,,BROOKLYN,NY,11233,,02/28/2019
1316513,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,BIG SAL DELI INC,,1361 OGDEN AVE,,BRONX,NY,10452,,02/28/2019
1316514,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PEOPLES FORUM INC,,320 W 37TH ST,GROUND FLOOR,NEW YORK,NY,10018,,03/01/2019
1316515,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,ODA HOUSE UES INC,,406 E 73RD ST,,NEW YORK,NY,10021,,03/01/2019
1316518,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,WOK 88 ON THIRD LLC,WOK 88 ,1570 3RD AVE,,NEW YORK,NY,10128,,03/01/2019
1316523,EATING PLACE BEER,141,EB,1,New York City,KINGS,SMASHBURGER ACQUISITION NY LLC,SMASHBURGER,528 GATEWAY DR,,BROOKLYN,NY,11239,,03/01/2019
1316525,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,NATIONAL AMUSEMENTS INC,SHOWCASE CINEMA DE LUX CITY CENTER 15,19 MAMARONECK AVE ,,WHITE PLAINS,NY,10601,,03/01/2019
1316526,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PEACEFUL BSB RESTAURANT CORP,1/2/3 BSB RESTAURANT,712 W 125TH ST,,NEW YORK,NY,10027,,03/01/2019
1316527,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CLAYBRIEL LLC,CLOVER HILL,20 COLUMBIA PL,STOTE 9,BROOKLYN,NY,11201,,03/01/2019
1316528,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,BRIDGE 72 LLC,HENRY'S END,72 HENRY ST,,BROOKLYN,NY,11201,,03/01/2019
1316529,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,EAZYLIFE RESTAURANT AND LOUNGE INC,,1300 E 222ND ST,,BRONX,NY,10469,,03/01/2019
1316530,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,SHAKEEN LLC,THE CASTELLO PLAN,1213 CORTELYOU RD,,BROOKLYN,NY,11218,,03/01/2019
1316534,RESTAURANT WINE,341,RW,1,New York City,KINGS,GRILL MASTER BK INC,,717 61TH ST,,BROOKLYN,NY,11220,,03/01/2019
1316536,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,EXCEL HOLDINGS 6 LLC,HOMEWOOD SUITES,62 UNION AVE ,,RONKONKAMA,NY,11779,,03/01/2019
1316538,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,WASABI NEW YORK LLC,WASABI STEAK & SUSHI,55 RICHMOND TERR,,STATEN ISLAND,NY,10301,,03/01/2019
1316540,GROCERY STORE BEER,122,A,1,New York City,QUEENS,SKYVIEW DELI & GROCERY INC,,32-61 FRANCIS LEWIS BLVD,,BAYSIDE,NY,11358,,03/04/2019
1316543,WHOLESALE LIQUOR,203,LL,1,New York City,WESTCHESTER,LATITUDE BEVERAGE COMPANY,,84 CALVERT ST,STE 1G,HARRISON,NY,10528,,03/04/2019
1316544,GROCERY STORE BEER,122,A,1,New York City,KINGS,BEST 1 DELI & GROCERY INC,,5 BRADFORD ST,,BROOKLYN,NY,11207,,03/04/2019
1316547,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,TENDA INC,,46 MAIN ST,,PORT WASHINGTON,NY,11050,,03/04/2019
1316548,"GROCERY BEER, WINE PROD",122,AX,1,New York City,RICHMOND,VAN DUZER DELI & GROCERY INC,,791 VAN DUZER ST,,STATEN ISLAND,NY,10304,,03/04/2019
1316551,LIQUOR STORE,222,L,1,New York City,WESTCHESTER,CARTIER WINE & LIQUOR INC,,449 BOSTON POST RD,,PORT CHESTER,NY,10573,,03/04/2019
1316553,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,EL LIMENO SPORTS BAR INC,,290 E MAIN ST,,PATCHOGUE,NY,11772,,03/04/2019
1316555,GROCERY STORE BEER,122,A,1,New York City,NASSAU,KENIA DELI INC,,179 FRANKLIN AVE,,FRANKLIN SQUARE,NY,11010,,03/04/2019
1316557,LIQUOR STORE,222,L,1,New York City,NEW YORK,CASK FIVE WINE & SPIRITS INC,,378 5TH AVE ,,NEW YORK,NY,10018,,03/04/2019
1316558,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,BLUE TEQUILA RESTAURANT & BAR INC,,112-07 JAMAICA AVE,,RICHMOND HILL,NY,11418,,03/04/2019
1316561,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,AREP III BR OPERATOR NYC LLC & GM 57TH ST LLC,VICEROY NEW YORK,120 W 57TH ST,,NEW YORK,NY,10019,,03/04/2019
1316568,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HELEN'S LLC,,675 HUDSON ST,,NEW YORK,NY,10014,,03/04/2019
1316569,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,TEMP'S UNLIMITED LLC,MAGNOLIA CAFE,1395 PLANTING FIELDS RD,,OYSTER BAY,NY,11771,,03/04/2019
1316570,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,NORTHERN SAM WON GAHK INC,,219-01 NORTHERN BLVD,,BAYSIDE,NY,11361,,03/04/2019
1316573,TAVERN WINE,344,TW,1,New York City,BRONX,KUCHUPLUM CORP,,308 E 149TH ST,,BRONX,NY,10451,,03/04/2019
1316574,RESTAURANT WINE,341,RW,1,New York City,QUEENS,CORNERSTONE CAFE NY INC,,60-15 WOODSIDE AVE ,STORE 2,WOODSIDE,NY,11377,,03/07/2019
1316575,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,BARCADE DOWNTOWN LLC,BARCADE,6 SAINT MARKS PL,,NEW YORK,NY,10003,,03/04/2019
